epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,4547.09,0.39585,0.34744,0.89831,0.98996,0.98603,0.99359,0.95576,0.30034,0.23087,0.82838,0.00010405,0.00010405,0.00010405
183,4572.37,0.39739,0.34888,0.89399,0.98815,0.98775,0.99392,0.95821,0.29668,0.22693,0.82546,9.91e-05,9.91e-05,9.91e-05
184,4597.6,0.39437,0.34714,0.89592,0.98988,0.98386,0.99367,0.95607,0.29799,0.22688,0.82538,9.415e-05,9.415e-05,9.415e-05
185,4622.72,0.39287,0.34552,0.89534,0.98253,0.98246,0.99258,0.95285,0.30262,0.22945,0.82789,8.92e-05,8.92e-05,8.92e-05
186,4647.99,0.39017,0.34527,0.89367,0.98675,0.98097,0.99297,0.95442,0.2976,0.22745,0.82711,8.425e-05,8.425e-05,8.425e-05
187,4672.98,0.39387,0.34687,0.89611,0.98623,0.98463,0.99282,0.95437,0.30058,0.22698,0.82739,7.93e-05,7.93e-05,7.93e-05
188,4698.01,0.39435,0.34748,0.89843,0.98837,0.98524,0.99332,0.95517,0.30047,0.22435,0.82874,7.435e-05,7.435e-05,7.435e-05
189,4723.13,0.39476,0.34522,0.89823,0.99,0.98652,0.99335,0.95571,0.29937,0.22295,0.82919,6.94e-05,6.94e-05,6.94e-05
190,4748.16,0.39332,0.34455,0.89969,0.98707,0.98675,0.99336,0.95547,0.29964,0.22291,0.82874,6.445e-05,6.445e-05,6.445e-05
191,4780.61,0.29183,0.25787,0.83206,0.98791,0.98322,0.99267,0.95423,0.28313,0.22358,0.82582,5.95e-05,5.95e-05,5.95e-05
192,4805.48,0.28157,0.24031,0.8249,0.9835,0.98675,0.99285,0.95397,0.2807,0.22282,0.82625,5.455e-05,5.455e-05,5.455e-05
193,4830.36,0.27259,0.23438,0.82011,0.98633,0.98624,0.99287,0.95228,0.28297,0.22258,0.82826,4.96e-05,4.96e-05,4.96e-05
194,4855.1,0.26883,0.22969,0.82215,0.9863,0.98758,0.99296,0.95227,0.28198,0.22309,0.8269,4.465e-05,4.465e-05,4.465e-05
195,4880.4,0.2695,0.22902,0.82109,0.986,0.98612,0.99272,0.95464,0.28023,0.22308,0.8265,3.97e-05,3.97e-05,3.97e-05
196,4905.38,0.26461,0.22727,0.82227,0.98855,0.98495,0.99345,0.95674,0.27949,0.22172,0.82666,3.475e-05,3.475e-05,3.475e-05
197,4930.44,0.26575,0.22657,0.82247,0.98663,0.98654,0.99342,0.95599,0.28013,0.22041,0.82751,2.98e-05,2.98e-05,2.98e-05
198,4955.59,0.26186,0.22411,0.82192,0.98834,0.98591,0.99393,0.95683,0.27876,0.21875,0.82697,2.485e-05,2.485e-05,2.485e-05
199,4980.6,0.26282,0.22497,0.81975,0.98739,0.98776,0.99388,0.95669,0.27901,0.21815,0.82616,1.99e-05,1.99e-05,1.99e-05
200,5006.11,0.26301,0.22401,0.81842,0.98968,0.98614,0.9938,0.95577,0.27878,0.21805,0.82634,1.495e-05,1.495e-05,1.495e-05
